dataset,custom_id,category,market_direction,market_move_bin,valid_candidate_count,best_has_max_selected_evidence_count,best_has_max_evidence_weights_count,best_has_max_abs_update,best_selected_evidence_count,prompt_max_selected_evidence_count,max_selected_evidence_count_tie_size,best_evidence_weights_count,prompt_max_evidence_weights_count,max_evidence_weights_count_tie_size,best_abs_update,prompt_max_abs_update,max_abs_update_tie_size,candidate_count,helpful_candidate_available,posterior_range
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0165__mixed_blind__neutral_forecaster__s00,Politics,up,large,3,True,True,True,1.0,1.0,3,1.0,1.0,3,0.0514,0.0514,1,3,True,0.039999999999999994
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0809__mixed_blind__neutral_forecaster__s00,Companies,up,large,4,True,True,True,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,4,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2712__mixed_blind__neutral_forecaster__s00,Politics,up,large,4,True,True,True,2.0,2.0,2,2.0,2.0,2,0.0063,0.0063,1,4,True,0.0063
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2403__mixed_blind__neutral_forecaster__s00,Companies,up,large,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.034,0.034,1,5,True,0.03400000000000003
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0342__mixed_blind__neutral_forecaster__s00,Companies,up,large,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.0311999999999999,0.0311999999999999,1,5,True,0.05299999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1568__mixed_blind__neutral_forecaster__s00,Politics,up,large,4,True,True,True,0.0,0.0,4,0.0,0.0,4,0.0,0.0,4,4,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1939__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,False,False,False,0.0,5.0,2,0.0,5.0,2,0.0,0.2461999999999999,1,5,False,0.24619999999999997
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0820__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,False,5.0,5.0,5,5.0,5.0,5,0.0035,0.0364999999999999,2,5,True,0.040000000000000036
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0832__mixed_blind__neutral_forecaster__s00,Companies,up,large,5,True,True,False,3.0,3.0,4,3.0,3.0,4,0.0292,0.0307999999999999,1,5,True,0.05999999999999994
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2406__mixed_blind__neutral_forecaster__s00,Companies,down,large,4,True,True,False,1.0,1.0,4,1.0,1.0,4,0.025,0.0949999999999999,1,4,False,0.06999999999999995
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1678__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.0029999999999999,0.0029999999999999,1,5,True,0.0049999999999999975
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0628__mixed_blind__neutral_forecaster__s00,Elections,down,large,5,True,True,True,5.0,5.0,5,0.0,0.0,5,0.0069,0.0069,1,5,True,0.006900000000000017
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1632__mixed_blind__neutral_forecaster__s00,Companies,up,large,4,True,True,True,5.0,5.0,3,5.0,5.0,3,0.0237,0.0237,1,4,True,0.015000000000000013
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1782__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0618999999999999,0.0618999999999999,1,5,True,0.09999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2096__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,False,False,False,4.0,5.0,4,4.0,5.0,4,0.044,0.0559999999999999,2,5,True,0.10000000000000003
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0739__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.036,0.036,1,5,True,0.06000000000000005
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1126__mixed_blind__neutral_forecaster__s00,Economics,down,large,5,True,True,True,2.0,2.0,2,2.0,2.0,2,0.0799999999999999,0.0799999999999999,1,5,True,0.07999999999999996
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2738__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,False,False,3.0,3.0,5,0.0,3.0,2,0.0,0.008,1,5,False,0.008000000000000007
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1947__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,False,2.0,2.0,3,2.0,2.0,3,0.04,0.0799999999999999,1,5,True,0.12
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1679__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,False,False,3.0,3.0,5,0.0,3.0,4,0.0,0.0538,1,5,False,0.053800000000000014
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2398__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,False,3.0,3.0,5,3.0,3.0,5,0.0058,0.0302,1,5,True,0.03600000000000003
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1812__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,3.0,3.0,1,3.0,3.0,1,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2480__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,False,False,False,1.0,2.0,1,1.0,2.0,1,0.018,0.118,1,5,False,0.09999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1832__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.121,0.121,1,5,True,0.2
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0359__mixed_blind__neutral_forecaster__s00,Elections,down,large,4,True,True,True,3.0,3.0,4,3.0,3.0,4,0.0421999999999999,0.0421999999999999,1,4,True,0.06999999999999995
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0423__mixed_blind__neutral_forecaster__s00,Politics,down,large,3,True,True,False,2.0,2.0,3,2.0,2.0,3,0.009,0.0289999999999999,1,3,False,0.019999999999999962
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1499__mixed_blind__neutral_forecaster__s00,Elections,up,large,4,False,False,False,1.0,2.0,2,1.0,2.0,2,0.0128,0.0231,1,4,True,0.03590000000000004
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1938__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,2.0,2.0,2,2.0,2.0,2,0.0019999999999999,0.0019999999999999,1,5,True,0.002999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0738__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,False,False,True,2.0,3.0,1,2.0,3.0,1,0.068,0.068,1,5,True,0.13
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0433__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,5.0,5.0,4,5.0,5.0,4,0.15,0.15,1,5,True,0.15000000000000002
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2737__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.04,0.04,1,5,True,0.040000000000000036
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1504__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.02,0.02,2,5,True,0.040000000000000036
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1302__mixed_blind__neutral_forecaster__s00,Companies,down,large,5,True,True,False,3.0,3.0,1,3.0,3.0,1,0.0093,0.0156999999999999,1,5,True,0.025000000000000022
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1834__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,False,False,False,0.0,2.0,3,0.0,2.0,1,0.0,0.016,1,5,False,0.016000000000000014
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2095__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,3.0,3.0,5,3.0,3.0,5,0.0383999999999999,0.0383999999999999,1,5,True,0.04999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1921__mixed_blind__neutral_forecaster__s00,Politics,up,large,3,True,True,False,1.0,1.0,3,1.0,1.0,3,0.0708999999999999,0.0790999999999999,1,3,True,0.1499999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0133__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1781__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,3.0,3.0,1,3.0,3.0,1,0.0222999999999999,0.0222999999999999,2,5,True,0.025000000000000022
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1902__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.045,0.045,1,5,True,0.045
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0124__mixed_blind__neutral_forecaster__s00,Elections,down,large,5,True,True,True,1.0,1.0,2,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2407__mixed_blind__neutral_forecaster__s00,Companies,down,large,5,True,True,False,2.0,2.0,5,2.0,2.0,5,0.0335999999999999,0.0835999999999999,1,5,False,0.04999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1926__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,False,False,1.0,1.0,5,0.0,1.0,1,0.0,0.01,1,5,False,0.010000000000000009
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1129__mixed_blind__neutral_forecaster__s00,Economics,up,large,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0281999999999999,0.0281999999999999,1,5,True,0.04999999999999999
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0060__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,False,False,False,2.0,3.0,1,2.0,3.0,1,0.0393,0.0406999999999999,1,5,True,0.08000000000000002
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1567__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,False,False,True,2.0,4.0,1,2.0,4.0,1,0.0220999999999999,0.0220999999999999,2,5,True,0.03999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0219__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0362__mixed_blind__neutral_forecaster__s00,Elections,down,large,5,False,False,False,1.0,4.0,1,0.0,4.0,1,0.0,0.0586,1,5,False,0.05860000000000004
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1925__mixed_blind__neutral_forecaster__s00,Politics,down,large,4,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0885,0.0885,1,4,True,0.15000000000000002
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2750__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0018,0.0081999999999999,1,5,True,0.010000000000000009
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0763__mixed_blind__neutral_forecaster__s00,Economics,down,large,4,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0131999999999999,0.0131999999999999,1,4,True,0.020000000000000018
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2736__mixed_blind__neutral_forecaster__s00,Politics,up,large,2,False,False,True,1.0,2.0,1,1.0,2.0,1,0.1311,0.1311,1,2,True,0.10000000000000003
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0166__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1831__mixed_blind__neutral_forecaster__s00,Politics,down,large,1,True,True,True,0.0,0.0,1,0.0,0.0,1,0.0,0.0,1,1,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1128__mixed_blind__neutral_forecaster__s00,Economics,down,large,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2733__mixed_blind__neutral_forecaster__s00,Politics,down,large,3,True,True,False,1.0,1.0,3,1.0,1.0,3,0.0287,0.0586999999999999,1,3,False,0.029999999999999916
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0819__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0049,0.0050999999999999,1,5,True,0.010000000000000009
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1833__mixed_blind__neutral_forecaster__s00,Politics,down,large,4,False,False,False,2.0,3.0,1,2.0,3.0,1,0.0533,0.0746999999999999,1,4,True,0.128
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2477__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,1.0,1.0,3,1.0,1.0,3,0.0340999999999999,0.0340999999999999,1,5,True,0.034099999999999964
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2455__mixed_blind__neutral_forecaster__s00,Companies,down,large,5,True,True,False,5.0,5.0,5,5.0,5.0,5,0.01,0.0349999999999999,1,5,True,0.044999999999999984
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1907__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,2.0,2.0,3,2.0,2.0,2,0.025,0.025,1,5,True,0.05
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0951__mixed_blind__neutral_forecaster__s00,Economics,up,large,4,True,True,False,1.0,1.0,4,1.0,1.0,4,0.0381,0.0419,1,4,True,0.08000000000000007
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1167__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,False,False,2.0,2.0,5,0.0,2.0,1,0.0,0.06,1,5,False,0.06
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2319__mixed_blind__neutral_forecaster__s00,Politics,up,large,3,True,True,True,1.0,1.0,3,1.0,1.0,3,0.0460999999999999,0.0460999999999999,1,3,True,0.02999999999999997
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1680__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,False,2.0,2.0,2,2.0,2.0,2,0.0349,0.0350999999999999,1,5,True,0.07
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0627__mixed_blind__neutral_forecaster__s00,Elections,up,large,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0837,0.0837,1,5,True,0.09999999999999998
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0132__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,5.0,5.0,5,5.0,5.0,5,0.1630999999999999,0.1630999999999999,1,5,True,0.011399999999999966
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0125__mixed_blind__neutral_forecaster__s00,Elections,up,large,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.16,0.1799999999999999,2,5,True,0.17999999999999994
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2169__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,False,False,True,0.0,1.0,1,0.0,1.0,1,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2429__mixed_blind__neutral_forecaster__s00,Companies,down,large,5,True,True,True,1.0,1.0,1,1.0,1.0,1,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2751__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,True,True,True,1.0,1.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1683__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,False,False,True,1.0,3.0,4,1.0,3.0,4,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2518__mixed_blind__neutral_forecaster__s00,Politics,down,large,5,False,False,True,0.0,1.0,3,0.0,1.0,3,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1936__mixed_blind__neutral_forecaster__s00,Politics,up,large,5,True,True,True,1.0,1.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0824__mixed_blind__neutral_forecaster__s00,Companies,up,large,5,True,True,True,1.0,1.0,5,1.0,1.0,3,0.0186,0.0186,1,5,True,0.02999999999999997
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2031__mixed_blind__neutral_forecaster__s00,Politics,down,large,2,False,False,False,0.0,2.0,1,0.0,2.0,1,0.0,0.079,1,2,False,0.07900000000000007
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2753__mixed_blind__neutral_forecaster__s00,Politics,up,large,2,True,True,True,2.0,2.0,1,2.0,2.0,1,0.0378,0.0378,1,2,True,0.020000000000000018
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1949__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,True,2.0,2.0,1,2.0,2.0,1,0.2248,0.2248,1,5,True,0.29999999999999993
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2707__mixed_blind__neutral_forecaster__s00,Politics,down,medium,3,True,True,False,1.0,1.0,3,1.0,1.0,3,0.0019,0.0030999999999999,2,3,True,0.0050000000000000044
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1748__mixed_blind__neutral_forecaster__s00,Politics,down,medium,3,True,True,True,5.0,5.0,3,5.0,5.0,3,0.0032999999999999,0.0032999999999999,1,3,True,0.0026000000000000467
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1830__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,True,True,True,1.0,1.0,4,1.0,1.0,4,0.0175999999999999,0.0175999999999999,1,5,True,0.01759999999999995
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0360__mixed_blind__neutral_forecaster__s00,Elections,up,medium,5,True,True,True,4.0,4.0,5,4.0,4.0,4,0.015,0.015,1,5,True,0.024999999999999967
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1918__mixed_blind__neutral_forecaster__s00,Politics,up,medium,4,True,True,True,5.0,5.0,4,4.0,4.0,4,0.0507,0.0507,1,4,True,0.040000000000000036
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_2633__mixed_blind__neutral_forecaster__s00,Economics,up,medium,5,True,True,True,1.0,1.0,5,1.0,1.0,5,0.0839999999999999,0.0839999999999999,1,5,True,0.12
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_0160__mixed_blind__neutral_forecaster__s00,Politics,down,medium,5,False,False,False,3.0,5.0,1,3.0,5.0,1,0.0999999999999999,0.3,1,5,True,0.5
train_all_batches,gemma4_26b_grounded_nonnull_train_batch001_fullnews_bounded_ensemble5_20260629__kalshi_train_1948__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,True,True,False,1.0,1.0,4,1.0,1.0,4,0.1105999999999999,0.3893999999999999,1,5,True,0.5
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_1408__mixed_blind__neutral_forecaster__s00,Companies,up,medium,5,True,True,True,5.0,5.0,4,5.0,5.0,4,0.0244999999999999,0.0244999999999999,1,5,True,0.039999999999999925
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2478__mixed_blind__neutral_forecaster__s00,Politics,up,medium,5,False,False,True,1.0,2.0,2,1.0,2.0,2,0.0478,0.0478,1,5,True,0.047800000000000065
train_all_batches,gemma4_26b_grounded_nonnull_train_batch002_fullnews_bounded_ensemble5_20260629__kalshi_train_2053__mixed_blind__neutral_forecaster__s00,Economics,up,medium,5,True,True,True,0.0,0.0,5,0.0,0.0,5,0.0,0.0,5,5,False,0.0
