dataset,stratum_type,stratum,selector,coverage_prompt_count,top1_rate,mean_selected_error,median_selected_error,mean_improvement_vs_persistence,positive_improvement_rate,direction_match_rate
train_all_batches,category,Politics,gemma_recommended,185,0.4864864864864865,0.13692918918918914,0.1011999999999999,-0.010016216216216216,0.3081081081081081,0.31351351351351353
train_all_batches,category,Companies,gemma_recommended,29,0.4482758620689655,0.16727931034482754,0.0962,-0.0030896551724137753,0.20689655172413793,0.20689655172413793
train_all_batches,category,Elections,gemma_recommended,19,0.6842105263157895,0.1354052631578947,0.1119,0.0020947368421052677,0.3684210526315789,0.3684210526315789
train_all_batches,category,Economics,gemma_recommended,48,0.4375,0.09939791666666663,0.08124999999999995,-0.004987500000000007,0.3958333333333333,0.3958333333333333
train_all_batches,category,Science and Technology,gemma_recommended,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,gemma_recommended,124,0.6129032258064516,0.12894919354838708,0.08365,0.011326612903225789,0.5645161290322581,0.5645161290322581
train_all_batches,market_direction,down,gemma_recommended,160,0.4,0.13585312499999996,0.10675000000000001,-0.022135624999999985,0.125,0.13125
train_all_batches,market_move_bin,large,gemma_recommended,72,0.4722222222222222,0.2516222222222222,0.2145,0.003709722222222227,0.375,0.375
train_all_batches,market_move_bin,medium,gemma_recommended,184,0.4673913043478261,0.09944402173913039,0.08725,-0.013248913043478264,0.29347826086956524,0.29891304347826086
train_all_batches,market_move_bin,small,gemma_recommended,28,0.7142857142857143,0.04684642857142853,0.049,0.001196428571428575,0.32142857142857145,0.32142857142857145
train_all_batches,valid_candidate_count,3,gemma_recommended,17,0.47058823529411764,0.15598823529411762,0.1231999999999999,-0.0006705882352941305,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,gemma_recommended,32,0.375,0.15062499999999995,0.09695000000000001,-0.012606250000000006,0.375,0.375
train_all_batches,valid_candidate_count,5,gemma_recommended,224,0.49107142857142855,0.13066517857142854,0.0989,-0.007794196428571426,0.29017857142857145,0.29464285714285715
train_all_batches,valid_candidate_count,2,gemma_recommended,7,0.8571428571428571,0.07304285714285715,0.0494,0.02269999999999997,0.5714285714285714,0.5714285714285714
train_all_batches,valid_candidate_count,1,gemma_recommended,4,1.0,0.11852499999999995,0.1164499999999999,-0.03384999999999995,0.0,0.0
train_all_batches,selected_explanation_class,source_credibility,gemma_recommended,148,0.4391891891891892,0.1443351351351351,0.10485,-0.014845270270270267,0.3581081081081081,0.36486486486486486
train_all_batches,selected_explanation_class,base_rate_calibration,gemma_recommended,84,0.42857142857142855,0.13062261904761902,0.10114999999999999,-0.005278571428571421,0.4166666666666667,0.4166666666666667
train_all_batches,selected_explanation_class,resolution_rule,gemma_recommended,29,0.41379310344827586,0.1157758620689655,0.0964999999999999,-0.004044827586206919,0.4482758620689655,0.4482758620689655
train_all_batches,selected_explanation_class,causal_chain,gemma_recommended,92,0.42391304347826086,0.1341815217391304,0.10485,-0.02112173913043479,0.43478260869565216,0.44565217391304346
train_all_batches,selected_explanation_class,direct_resolution,gemma_recommended,54,0.3148148148148148,0.15475370370370364,0.12419999999999999,-0.009407407407407406,0.46296296296296297,0.46296296296296297
train_all_batches,selected_explanation_class,trend_continuation,gemma_recommended,28,0.39285714285714285,0.15169642857142857,0.09584999999999995,0.004146428571428576,0.5,0.5
train_all_batches,selected_explanation_class,overreaction_correction,gemma_recommended,7,0.2857142857142857,0.22991428571428568,0.1229,-0.09025714285714284,0.2857142857142857,0.2857142857142857
train_all_batches,selected_explanation_class,evidence_irrelevance,gemma_recommended,87,0.6781609195402298,0.11827931034482757,0.0882,-0.0001988505747126425,0.022988505747126436,0.022988505747126436
train_all_batches,selected_explanation_class,market_microstructure,gemma_recommended,6,0.5,0.06971666666666666,0.058350000000000055,0.008549999999999934,0.6666666666666666,0.6666666666666666
train_all_batches,category,Politics,first_candidate,198,0.494949494949495,0.1373333333333333,0.10369999999999994,-0.010024242424242427,0.3484848484848485,0.35353535353535354
train_all_batches,category,Companies,first_candidate,30,0.5333333333333333,0.17965666666666666,0.10305,-0.0009233333333333164,0.3333333333333333,0.3333333333333333
train_all_batches,category,Elections,first_candidate,19,0.7368421052631579,0.13435263157894733,0.1119,0.003147368421052638,0.42105263157894735,0.42105263157894735
train_all_batches,category,Economics,first_candidate,50,0.4,0.09912999999999997,0.09089999999999995,-0.0063360000000000005,0.4,0.4
train_all_batches,category,Science and Technology,first_candidate,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,first_candidate,134,0.6417910447761194,0.13543880597014923,0.08579999999999999,0.00855223880597013,0.6268656716417911,0.6268656716417911
train_all_batches,market_direction,down,first_candidate,166,0.39156626506024095,0.1333825301204819,0.11015,-0.02054518072289155,0.14457831325301204,0.15060240963855423
train_all_batches,market_move_bin,large,first_candidate,76,0.5,0.25880526315789476,0.21015,0.0023618421052631644,0.42105263157894735,0.42105263157894735
train_all_batches,market_move_bin,medium,first_candidate,195,0.47692307692307695,0.09878512820512818,0.0876,-0.012723589743589746,0.3333333333333333,0.3384615384615385
train_all_batches,market_move_bin,small,first_candidate,29,0.6896551724137931,0.046827586206896525,0.0476999999999999,0.0012793103448275902,0.3793103448275862,0.3793103448275862
train_all_batches,valid_candidate_count,3,first_candidate,17,0.47058823529411764,0.15510588235294115,0.1231999999999999,0.00021176470588234636,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,first_candidate,40,0.45,0.16106999999999996,0.09445,-0.011725000000000008,0.375,0.375
train_all_batches,valid_candidate_count,5,first_candidate,224,0.48660714285714285,0.13013749999999996,0.10045,-0.007266517857142855,0.3392857142857143,0.34375
train_all_batches,valid_candidate_count,2,first_candidate,11,0.7272727272727273,0.12032727272727271,0.0899,-0.020745454545454574,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,first_candidate,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,first_candidate,177,0.4350282485875706,0.14305310734463275,0.1048,-0.0120819209039548,0.3898305084745763,0.3954802259887006
train_all_batches,selected_explanation_class,base_rate_calibration,first_candidate,98,0.4489795918367347,0.13617959183673467,0.0989,-0.008722448979591832,0.42857142857142855,0.42857142857142855
train_all_batches,selected_explanation_class,resolution_rule,first_candidate,33,0.36363636363636365,0.12046060606060603,0.1047,-0.0036575757575757787,0.42424242424242425,0.42424242424242425
train_all_batches,selected_explanation_class,causal_chain,first_candidate,109,0.4036697247706422,0.1314174311926605,0.0989,-0.017435779816513765,0.44036697247706424,0.44954128440366975
train_all_batches,selected_explanation_class,direct_resolution,first_candidate,58,0.27586206896551724,0.15566724137931032,0.12185,-0.017065517241379315,0.46551724137931033,0.46551724137931033
train_all_batches,selected_explanation_class,trend_continuation,first_candidate,36,0.3333333333333333,0.15689166666666662,0.1109,0.00323611111111111,0.4722222222222222,0.4722222222222222
train_all_batches,selected_explanation_class,overreaction_correction,first_candidate,8,0.25,0.21491249999999995,0.1164,-0.07988749999999997,0.25,0.25
train_all_batches,selected_explanation_class,evidence_irrelevance,first_candidate,69,0.8985507246376812,0.12910000000000002,0.0882,0.000410144927536232,0.057971014492753624,0.057971014492753624
train_all_batches,selected_explanation_class,market_microstructure,first_candidate,8,0.5,0.083425,0.08420000000000005,0.00623749999999995,0.625,0.625
train_all_batches,category,Politics,max_confidence,198,0.5252525252525253,0.13159747474747469,0.09870000000000001,-0.004288383838383843,0.2676767676767677,0.2727272727272727
train_all_batches,category,Companies,max_confidence,30,0.4,0.18493666666666667,0.09939999999999999,-0.0062033333333333125,0.06666666666666667,0.06666666666666667
train_all_batches,category,Elections,max_confidence,19,0.5789473684210527,0.1437631578947368,0.1426,-0.006263157894736832,0.2631578947368421,0.2631578947368421
train_all_batches,category,Economics,max_confidence,50,0.5,0.09383399999999996,0.07835,-0.0010400000000000125,0.32,0.32
train_all_batches,category,Science and Technology,max_confidence,3,0.6666666666666666,0.06813333333333327,0.0463,0.0,0.0,0.0
train_all_batches,market_direction,up,max_confidence,134,0.5671641791044776,0.13561865671641787,0.08569999999999994,0.00837238805970148,0.43283582089552236,0.43283582089552236
train_all_batches,market_direction,down,max_confidence,166,0.46987951807228917,0.12686204819277105,0.10454999999999995,-0.014024698795180719,0.10843373493975904,0.1144578313253012
train_all_batches,market_move_bin,large,max_confidence,76,0.5131578947368421,0.2546565789473684,0.21015,0.006510526315789476,0.27631578947368424,0.27631578947368424
train_all_batches,market_move_bin,medium,max_confidence,195,0.5025641025641026,0.09497025641025639,0.0819,-0.008908717948717953,0.24615384615384617,0.2512820512820513
train_all_batches,market_move_bin,small,max_confidence,29,0.5862068965517241,0.04685862068965514,0.0486,0.0012482758620689623,0.2413793103448276,0.2413793103448276
train_all_batches,valid_candidate_count,3,max_confidence,17,0.47058823529411764,0.14743529411764705,0.1031999999999999,0.007882352941176465,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,max_confidence,40,0.45,0.15355499999999997,0.09095000000000004,-0.004210000000000013,0.3,0.3
train_all_batches,valid_candidate_count,5,max_confidence,224,0.48660714285714285,0.12818080357142853,0.09734999999999999,-0.0053098214285714285,0.20982142857142858,0.21428571428571427
train_all_batches,valid_candidate_count,2,max_confidence,11,1.0,0.10314545454545451,0.0602,-0.003563636363636384,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_confidence,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_confidence,122,0.5081967213114754,0.13878688524590163,0.1039499999999999,-0.010317213114754099,0.39344262295081966,0.4016393442622951
train_all_batches,selected_explanation_class,base_rate_calibration,max_confidence,67,0.4925373134328358,0.13296268656716417,0.0985,-0.0070582089552238755,0.3582089552238806,0.3582089552238806
train_all_batches,selected_explanation_class,resolution_rule,max_confidence,22,0.4090909090909091,0.11716818181818178,0.09554999999999991,0.004699999999999982,0.4090909090909091,0.4090909090909091
train_all_batches,selected_explanation_class,causal_chain,max_confidence,72,0.5138888888888888,0.12955555555555553,0.1062,-0.01983611111111112,0.4583333333333333,0.4722222222222222
train_all_batches,selected_explanation_class,direct_resolution,max_confidence,44,0.4090909090909091,0.153375,0.10504999999999995,-0.0058704545454545615,0.5454545454545454,0.5454545454545454
train_all_batches,selected_explanation_class,trend_continuation,max_confidence,18,0.5,0.13604444444444444,0.08894999999999995,0.008577777777777783,0.5555555555555556,0.5555555555555556
train_all_batches,selected_explanation_class,overreaction_correction,max_confidence,4,0.5,0.10389999999999995,0.08505,-0.028450000000000024,0.5,0.5
train_all_batches,selected_explanation_class,evidence_irrelevance,max_confidence,150,0.5533333333333333,0.12893466666666664,0.09029999999999995,0.0003919999999999994,0.02666666666666667,0.02666666666666667
train_all_batches,selected_explanation_class,market_microstructure,max_confidence,7,0.42857142857142855,0.0732285714285714,0.0616000000000001,0.006857142857142814,0.5714285714285714,0.5714285714285714
train_all_batches,category,Politics,max_posterior,198,0.5909090909090909,0.1356590909090909,0.09944999999999996,-0.008350000000000002,0.3333333333333333,0.3383838383838384
train_all_batches,category,Companies,max_posterior,30,0.6333333333333333,0.18211666666666665,0.1032,-0.0033833333333333233,0.3333333333333333,0.3333333333333333
train_all_batches,category,Elections,max_posterior,19,0.6842105263157895,0.1289052631578947,0.0818999999999999,0.008594736842105275,0.42105263157894735,0.42105263157894735
train_all_batches,category,Economics,max_posterior,50,0.52,0.10087999999999996,0.08599999999999995,-0.008086,0.38,0.38
train_all_batches,category,Science and Technology,max_posterior,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,max_posterior,134,0.9850746268656716,0.12059999999999997,0.0778999999999999,0.02339104477611938,0.7313432835820896,0.7313432835820896
train_all_batches,market_direction,down,max_posterior,166,0.27710843373493976,0.14371204819277106,0.1139,-0.030874698795180698,0.03614457831325301,0.04216867469879518
train_all_batches,market_move_bin,large,max_posterior,76,0.631578947368421,0.25325131578947363,0.2159,0.007915789473684215,0.40789473684210525,0.40789473684210525
train_all_batches,market_move_bin,medium,max_posterior,195,0.5538461538461539,0.09950666666666665,0.0876,-0.013445128205128207,0.3230769230769231,0.3282051282051282
train_all_batches,market_move_bin,small,max_posterior,29,0.7586206896551724,0.04709310344827584,0.0476999999999999,0.001013793103448279,0.3448275862068966,0.3448275862068966
train_all_batches,valid_candidate_count,3,max_posterior,17,0.35294117647058826,0.16037647058823526,0.1231999999999999,-0.005058823529411753,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,max_posterior,40,0.55,0.16258249999999996,0.09215,-0.013237500000000003,0.425,0.425
train_all_batches,valid_candidate_count,5,max_posterior,224,0.5892857142857143,0.12873660714285712,0.09869999999999995,-0.005865624999999999,0.3125,0.3169642857142857
train_all_batches,valid_candidate_count,2,max_posterior,11,0.9090909090909091,0.1103272727272727,0.0602,-0.010745454545454567,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_posterior,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_posterior,162,0.5185185185185185,0.14186049382716046,0.1042,-0.0123395061728395,0.3765432098765432,0.38271604938271603
train_all_batches,selected_explanation_class,base_rate_calibration,max_posterior,98,0.5408163265306123,0.13513367346938773,0.09869999999999995,-0.007184693877551014,0.42857142857142855,0.42857142857142855
train_all_batches,selected_explanation_class,resolution_rule,max_posterior,26,0.5384615384615384,0.11484230769230766,0.10439999999999995,-0.0030423076923077152,0.4230769230769231,0.4230769230769231
train_all_batches,selected_explanation_class,causal_chain,max_posterior,110,0.4909090909090909,0.12767363636363632,0.1042,-0.01484454545454546,0.43636363636363634,0.44545454545454544
train_all_batches,selected_explanation_class,direct_resolution,max_posterior,49,0.4489795918367347,0.15104693877551018,0.1057,-0.01999795918367346,0.46938775510204084,0.46938775510204084
train_all_batches,selected_explanation_class,trend_continuation,max_posterior,33,0.6060606060606061,0.14612424242424238,0.0931999999999999,0.009151515151515141,0.6060606060606061,0.6060606060606061
train_all_batches,selected_explanation_class,overreaction_correction,max_posterior,8,0.5,0.23132499999999998,0.16534999999999994,-0.0482875,0.5,0.5
train_all_batches,selected_explanation_class,evidence_irrelevance,max_posterior,77,0.8441558441558441,0.1257974025974026,0.0882,0.0006675324675324675,0.03896103896103896,0.03896103896103896
train_all_batches,selected_explanation_class,market_microstructure,max_posterior,8,0.625,0.1506875,0.10935,0.009099999999999973,0.5,0.5
train_all_batches,category,Politics,min_posterior,198,0.6666666666666666,0.13098535353535348,0.09665,-0.003676262626262631,0.3181818181818182,0.3282828282828283
train_all_batches,category,Companies,min_posterior,30,0.6333333333333333,0.1803233333333333,0.0929,-0.0015899999999999831,0.3,0.3
train_all_batches,category,Elections,min_posterior,19,0.5263157894736842,0.14726315789473676,0.1528999999999999,-0.009763157894736831,0.2631578947368421,0.2631578947368421
train_all_batches,category,Economics,min_posterior,50,0.68,0.08590599999999997,0.0754,0.0068879999999999905,0.36,0.36
train_all_batches,category,Science and Technology,min_posterior,3,0.6666666666666666,0.06813333333333327,0.0463,0.0,0.0,0.0
train_all_batches,market_direction,up,min_posterior,134,0.26119402985074625,0.15980746268656712,0.1021999999999999,-0.01581641791044775,0.19402985074626866,0.19402985074626866
train_all_batches,market_direction,down,min_posterior,166,0.9759036144578314,0.10378493975903613,0.0799999999999999,0.009052409638554205,0.41566265060240964,0.42771084337349397
train_all_batches,market_move_bin,large,min_posterior,76,0.5526315789473685,0.26544868421052625,0.21584999999999993,-0.004281578947368421,0.3026315789473684,0.3026315789473684
train_all_batches,market_move_bin,medium,min_posterior,195,0.676923076923077,0.08808615384615381,0.0778,-0.002024615384615388,0.31794871794871793,0.3282051282051282
train_all_batches,market_move_bin,small,min_posterior,29,0.7931034482758621,0.04453793103448272,0.0476999999999999,0.0035689655172413725,0.3448275862068966,0.3448275862068966
train_all_batches,valid_candidate_count,3,min_posterior,17,0.5882352941176471,0.1538941176470588,0.1031999999999999,0.0014235294117647059,0.5882352941176471,0.5882352941176471
train_all_batches,valid_candidate_count,4,min_posterior,40,0.6,0.13888749999999997,0.07355,0.010457499999999995,0.425,0.425
train_all_batches,valid_candidate_count,5,min_posterior,224,0.6651785714285714,0.12689687499999996,0.08979999999999999,-0.004025892857142858,0.26785714285714285,0.2767857142857143
train_all_batches,valid_candidate_count,2,min_posterior,11,0.5454545454545454,0.11905454545454547,0.0899,-0.01947272727272731,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,min_posterior,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,min_posterior,133,0.6240601503759399,0.13357142857142854,0.0848,-0.004148120300751885,0.47368421052631576,0.48120300751879697
train_all_batches,selected_explanation_class,base_rate_calibration,min_posterior,90,0.6111111111111112,0.14423555555555553,0.10250000000000001,-0.0021622222222222186,0.4111111111111111,0.4111111111111111
train_all_batches,selected_explanation_class,resolution_rule,min_posterior,19,0.6842105263157895,0.10566315789473679,0.07,0.016884210526315783,0.5263157894736842,0.5263157894736842
train_all_batches,selected_explanation_class,causal_chain,min_posterior,84,0.5476190476190477,0.13386309523809517,0.0948,-0.007672619047619063,0.5476190476190477,0.5595238095238095
train_all_batches,selected_explanation_class,direct_resolution,min_posterior,22,0.6363636363636364,0.09847272727272725,0.06549999999999995,0.007381818181818157,0.6818181818181818,0.6818181818181818
train_all_batches,selected_explanation_class,trend_continuation,min_posterior,22,0.4090909090909091,0.16830909090909085,0.12039999999999995,-0.009800000000000001,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,overreaction_correction,min_posterior,10,0.4,0.21665999999999994,0.1030999999999999,-0.03388999999999997,0.5,0.5
train_all_batches,selected_explanation_class,underreaction_correction,min_posterior,2,0.5,0.12509999999999993,0.12509999999999993,-0.01054999999999995,0.5,1.0
train_all_batches,selected_explanation_class,evidence_irrelevance,min_posterior,131,0.7862595419847328,0.12188396946564882,0.086,0.00028702290076335806,0.06870229007633588,0.06870229007633588
train_all_batches,selected_explanation_class,market_microstructure,min_posterior,7,0.7142857142857143,0.06792857142857138,0.0599999999999999,0.006742857142857114,0.7142857142857143,0.7142857142857143
train_all_batches,category,Politics,max_abs_update,198,0.601010101010101,0.13690909090909087,0.09770000000000001,-0.009600000000000001,0.36363636363636365,0.37373737373737376
train_all_batches,category,Companies,max_abs_update,30,0.6,0.18248999999999999,0.1079,-0.00375666666666665,0.3333333333333333,0.3333333333333333
train_all_batches,category,Elections,max_abs_update,19,0.631578947368421,0.1362210526315789,0.1119,0.001278947368421064,0.42105263157894735,0.42105263157894735
train_all_batches,category,Economics,max_abs_update,50,0.66,0.09491999999999995,0.07564999999999994,-0.0021260000000000055,0.5,0.5
train_all_batches,category,Science and Technology,max_abs_update,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,max_abs_update,134,0.8208955223880597,0.13530074626865668,0.08365,0.008690298507462672,0.6194029850746269,0.6194029850746269
train_all_batches,market_direction,down,max_abs_update,166,0.45180722891566266,0.1324457831325301,0.10675000000000001,-0.019608433734939746,0.19879518072289157,0.21084337349397592
train_all_batches,market_move_bin,large,max_abs_update,76,0.618421052631579,0.25844868421052625,0.21189999999999998,0.0027184210526315818,0.4342105263157895,0.4342105263157895
train_all_batches,market_move_bin,medium,max_abs_update,195,0.5794871794871795,0.09842512820512818,0.0837,-0.012363589743589743,0.3641025641025641,0.37435897435897436
train_all_batches,market_move_bin,small,max_abs_update,29,0.8620689655172413,0.04418275862068962,0.0472,0.003924137931034482,0.41379310344827586,0.41379310344827586
train_all_batches,valid_candidate_count,3,max_abs_update,17,0.5294117647058824,0.15728235294117643,0.103,-0.0019647058823529296,0.5882352941176471,0.5882352941176471
train_all_batches,valid_candidate_count,4,max_abs_update,40,0.575,0.15772999999999998,0.09215,-0.008385,0.425,0.425
train_all_batches,valid_candidate_count,5,max_abs_update,224,0.6026785714285714,0.13028303571428568,0.09770000000000001,-0.00741205357142857,0.36160714285714285,0.3705357142857143
train_all_batches,valid_candidate_count,2,max_abs_update,11,0.9090909090909091,0.1103272727272727,0.0602,-0.010745454545454567,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_abs_update,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_abs_update,171,0.543859649122807,0.1426070175438596,0.103,-0.011405847953216365,0.40350877192982454,0.4093567251461988
train_all_batches,selected_explanation_class,base_rate_calibration,max_abs_update,101,0.5544554455445545,0.13932376237623761,0.1,-0.007886138613861378,0.43564356435643564,0.43564356435643564
train_all_batches,selected_explanation_class,resolution_rule,max_abs_update,25,0.6,0.10825599999999998,0.0724,0.003851999999999978,0.52,0.52
train_all_batches,selected_explanation_class,causal_chain,max_abs_update,113,0.5221238938053098,0.13293362831858405,0.1036,-0.01671769911504425,0.46017699115044247,0.4690265486725664
train_all_batches,selected_explanation_class,direct_resolution,max_abs_update,51,0.5098039215686274,0.13595882352941172,0.0899999999999999,-0.00978039215686274,0.5294117647058824,0.5294117647058824
train_all_batches,selected_explanation_class,trend_continuation,max_abs_update,37,0.43243243243243246,0.15057297297297295,0.0942999999999999,-0.0030081081081081078,0.4594594594594595,0.4594594594594595
train_all_batches,selected_explanation_class,overreaction_correction,max_abs_update,10,0.5,0.26738999999999996,0.16534999999999994,-0.06061,0.5,0.5
train_all_batches,selected_explanation_class,underreaction_correction,max_abs_update,1,0.0,0.1619,0.1619,-0.0237999999999999,0.0,1.0
train_all_batches,selected_explanation_class,evidence_irrelevance,max_abs_update,67,0.9552238805970149,0.12190149253731344,0.0842,0.0013820895522388044,0.08955223880597014,0.08955223880597014
train_all_batches,selected_explanation_class,market_microstructure,max_abs_update,9,0.6666666666666666,0.14006666666666667,0.1068,0.00995555555555552,0.5555555555555556,0.5555555555555556
