dataset,stratum_type,stratum,selector,coverage_prompt_count,top1_rate,mean_selected_error,median_selected_error,mean_improvement_vs_persistence,positive_improvement_rate,direction_match_rate
train_all_batches,category,Politics,min_abs_update,198,0.494949494949495,0.13050505050505046,0.09805,-0.0031959595959595967,0.18181818181818182,0.18686868686868688
train_all_batches,category,Companies,min_abs_update,30,0.4,0.18134333333333333,0.09455000000000005,-0.002609999999999987,0.06666666666666667,0.06666666666666667
train_all_batches,category,Elections,min_abs_update,19,0.42105263157894735,0.14076842105263151,0.14,-0.0032684210526315784,0.15789473684210525,0.15789473684210525
train_all_batches,category,Economics,min_abs_update,50,0.44,0.09027999999999997,0.07709999999999995,0.002513999999999992,0.22,0.22
train_all_batches,category,Science and Technology,min_abs_update,3,0.6666666666666666,0.06813333333333327,0.0463,0.0,0.0,0.0
train_all_batches,market_direction,up,min_abs_update,134,0.3208955223880597,0.1437574626865671,0.0969,0.0002335820895522309,0.2835820895522388,0.2835820895522388
train_all_batches,market_direction,down,min_abs_update,166,0.5963855421686747,0.11692650602409636,0.09114999999999995,-0.004089156626506019,0.08433734939759036,0.09036144578313253
train_all_batches,market_move_bin,large,min_abs_update,76,0.3815789473684211,0.26025657894736837,0.21155000000000002,0.0009105263157894684,0.17105263157894737,0.17105263157894737
train_all_batches,market_move_bin,medium,min_abs_update,195,0.48717948717948717,0.089831282051282,0.0812,-0.003769743589743587,0.1641025641025641,0.16923076923076924
train_all_batches,market_move_bin,small,min_abs_update,29,0.6206896551724138,0.04747241379310342,0.0486,0.0006344827586206862,0.2413793103448276,0.2413793103448276
train_all_batches,valid_candidate_count,3,min_abs_update,17,0.29411764705882354,0.15728235294117643,0.1082,-0.001964705882352947,0.5882352941176471,0.5882352941176471
train_all_batches,valid_candidate_count,4,min_abs_update,40,0.35,0.14983,0.08234999999999995,-0.0004850000000000028,0.275,0.275
train_all_batches,valid_candidate_count,5,min_abs_update,224,0.48660714285714285,0.12482321428571423,0.09239999999999995,-0.001952232142857141,0.10267857142857142,0.10714285714285714
train_all_batches,valid_candidate_count,2,min_abs_update,11,0.5454545454545454,0.11905454545454547,0.0899,-0.01947272727272731,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,min_abs_update,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,min_abs_update,93,0.46236559139784944,0.13843010752688167,0.0948,-0.006826881720430105,0.3333333333333333,0.34408602150537637
train_all_batches,selected_explanation_class,base_rate_calibration,min_abs_update,68,0.4411764705882353,0.13428088235294114,0.09659999999999999,-0.0016249999999999969,0.3235294117647059,0.3235294117647059
train_all_batches,selected_explanation_class,resolution_rule,min_abs_update,13,0.6153846153846154,0.0927230769230769,0.07,0.020584615384615375,0.46153846153846156,0.46153846153846156
train_all_batches,selected_explanation_class,causal_chain,min_abs_update,56,0.32142857142857145,0.12708571428571425,0.09855,-0.009800000000000014,0.5178571428571429,0.5357142857142857
train_all_batches,selected_explanation_class,direct_resolution,min_abs_update,13,0.3076923076923077,0.15118461538461536,0.13,-0.03125384615384616,0.38461538461538464,0.38461538461538464
train_all_batches,selected_explanation_class,trend_continuation,min_abs_update,11,0.36363636363636365,0.16440909090909087,0.0985,0.0014454545454545547,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,overreaction_correction,min_abs_update,4,0.25,0.10667499999999995,0.07069999999999994,-0.015825000000000023,0.75,0.75
train_all_batches,selected_explanation_class,evidence_irrelevance,min_abs_update,194,0.5154639175257731,0.1283458762886598,0.09290000000000004,-0.0004515463917525762,0.010309278350515464,0.010309278350515464
train_all_batches,selected_explanation_class,market_microstructure,min_abs_update,4,0.5,0.10132499999999998,0.08339999999999995,0.005324999999999975,0.75,0.75
train_all_batches,category,Politics,max_positive_update,198,0.5909090909090909,0.1356590909090909,0.09944999999999996,-0.008350000000000002,0.3333333333333333,0.3383838383838384
train_all_batches,category,Companies,max_positive_update,30,0.6333333333333333,0.18211666666666665,0.1032,-0.0033833333333333233,0.3333333333333333,0.3333333333333333
train_all_batches,category,Elections,max_positive_update,19,0.6842105263157895,0.1289052631578947,0.0818999999999999,0.008594736842105275,0.42105263157894735,0.42105263157894735
train_all_batches,category,Economics,max_positive_update,50,0.52,0.10087999999999996,0.08599999999999995,-0.008086,0.38,0.38
train_all_batches,category,Science and Technology,max_positive_update,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,max_positive_update,134,0.9850746268656716,0.12059999999999997,0.0778999999999999,0.02339104477611938,0.7313432835820896,0.7313432835820896
train_all_batches,market_direction,down,max_positive_update,166,0.27710843373493976,0.14371204819277106,0.1139,-0.030874698795180698,0.03614457831325301,0.04216867469879518
train_all_batches,market_move_bin,large,max_positive_update,76,0.631578947368421,0.25325131578947363,0.2159,0.007915789473684215,0.40789473684210525,0.40789473684210525
train_all_batches,market_move_bin,medium,max_positive_update,195,0.5538461538461539,0.09950666666666665,0.0876,-0.013445128205128207,0.3230769230769231,0.3282051282051282
train_all_batches,market_move_bin,small,max_positive_update,29,0.7586206896551724,0.04709310344827584,0.0476999999999999,0.001013793103448279,0.3448275862068966,0.3448275862068966
train_all_batches,valid_candidate_count,3,max_positive_update,17,0.35294117647058826,0.16037647058823526,0.1231999999999999,-0.005058823529411753,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,max_positive_update,40,0.55,0.16258249999999996,0.09215,-0.013237500000000003,0.425,0.425
train_all_batches,valid_candidate_count,5,max_positive_update,224,0.5892857142857143,0.12873660714285712,0.09869999999999995,-0.005865624999999999,0.3125,0.3169642857142857
train_all_batches,valid_candidate_count,2,max_positive_update,11,0.9090909090909091,0.1103272727272727,0.0602,-0.010745454545454567,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_positive_update,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_positive_update,162,0.5185185185185185,0.14186049382716046,0.1042,-0.0123395061728395,0.3765432098765432,0.38271604938271603
train_all_batches,selected_explanation_class,base_rate_calibration,max_positive_update,98,0.5408163265306123,0.13513367346938773,0.09869999999999995,-0.007184693877551014,0.42857142857142855,0.42857142857142855
train_all_batches,selected_explanation_class,resolution_rule,max_positive_update,26,0.5384615384615384,0.11484230769230766,0.10439999999999995,-0.0030423076923077152,0.4230769230769231,0.4230769230769231
train_all_batches,selected_explanation_class,causal_chain,max_positive_update,110,0.4909090909090909,0.12767363636363632,0.1042,-0.01484454545454546,0.43636363636363634,0.44545454545454544
train_all_batches,selected_explanation_class,direct_resolution,max_positive_update,49,0.4489795918367347,0.15104693877551018,0.1057,-0.01999795918367346,0.46938775510204084,0.46938775510204084
train_all_batches,selected_explanation_class,trend_continuation,max_positive_update,33,0.6060606060606061,0.14612424242424238,0.0931999999999999,0.009151515151515141,0.6060606060606061,0.6060606060606061
train_all_batches,selected_explanation_class,overreaction_correction,max_positive_update,8,0.5,0.23132499999999998,0.16534999999999994,-0.0482875,0.5,0.5
train_all_batches,selected_explanation_class,evidence_irrelevance,max_positive_update,77,0.8441558441558441,0.1257974025974026,0.0882,0.0006675324675324675,0.03896103896103896,0.03896103896103896
train_all_batches,selected_explanation_class,market_microstructure,max_positive_update,8,0.625,0.1506875,0.10935,0.009099999999999973,0.5,0.5
train_all_batches,category,Politics,max_negative_update,198,0.6666666666666666,0.13098535353535348,0.09665,-0.003676262626262631,0.3181818181818182,0.3282828282828283
train_all_batches,category,Companies,max_negative_update,30,0.6333333333333333,0.1803233333333333,0.0929,-0.0015899999999999831,0.3,0.3
train_all_batches,category,Elections,max_negative_update,19,0.5263157894736842,0.14726315789473676,0.1528999999999999,-0.009763157894736831,0.2631578947368421,0.2631578947368421
train_all_batches,category,Economics,max_negative_update,50,0.68,0.08590599999999997,0.0754,0.0068879999999999905,0.36,0.36
train_all_batches,category,Science and Technology,max_negative_update,3,0.6666666666666666,0.06813333333333327,0.0463,0.0,0.0,0.0
train_all_batches,market_direction,up,max_negative_update,134,0.26119402985074625,0.15980746268656712,0.1021999999999999,-0.01581641791044775,0.19402985074626866,0.19402985074626866
train_all_batches,market_direction,down,max_negative_update,166,0.9759036144578314,0.10378493975903613,0.0799999999999999,0.009052409638554205,0.41566265060240964,0.42771084337349397
train_all_batches,market_move_bin,large,max_negative_update,76,0.5526315789473685,0.26544868421052625,0.21584999999999993,-0.004281578947368421,0.3026315789473684,0.3026315789473684
train_all_batches,market_move_bin,medium,max_negative_update,195,0.676923076923077,0.08808615384615381,0.0778,-0.002024615384615388,0.31794871794871793,0.3282051282051282
train_all_batches,market_move_bin,small,max_negative_update,29,0.7931034482758621,0.04453793103448272,0.0476999999999999,0.0035689655172413725,0.3448275862068966,0.3448275862068966
train_all_batches,valid_candidate_count,3,max_negative_update,17,0.5882352941176471,0.1538941176470588,0.1031999999999999,0.0014235294117647059,0.5882352941176471,0.5882352941176471
train_all_batches,valid_candidate_count,4,max_negative_update,40,0.6,0.13888749999999997,0.07355,0.010457499999999995,0.425,0.425
train_all_batches,valid_candidate_count,5,max_negative_update,224,0.6651785714285714,0.12689687499999996,0.08979999999999999,-0.004025892857142858,0.26785714285714285,0.2767857142857143
train_all_batches,valid_candidate_count,2,max_negative_update,11,0.5454545454545454,0.11905454545454547,0.0899,-0.01947272727272731,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_negative_update,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_negative_update,133,0.6240601503759399,0.13357142857142854,0.0848,-0.004148120300751885,0.47368421052631576,0.48120300751879697
train_all_batches,selected_explanation_class,base_rate_calibration,max_negative_update,90,0.6111111111111112,0.14423555555555553,0.10250000000000001,-0.0021622222222222186,0.4111111111111111,0.4111111111111111
train_all_batches,selected_explanation_class,resolution_rule,max_negative_update,19,0.6842105263157895,0.10566315789473679,0.07,0.016884210526315783,0.5263157894736842,0.5263157894736842
train_all_batches,selected_explanation_class,causal_chain,max_negative_update,84,0.5476190476190477,0.13386309523809517,0.0948,-0.007672619047619063,0.5476190476190477,0.5595238095238095
train_all_batches,selected_explanation_class,direct_resolution,max_negative_update,22,0.6363636363636364,0.09847272727272725,0.06549999999999995,0.007381818181818157,0.6818181818181818,0.6818181818181818
train_all_batches,selected_explanation_class,trend_continuation,max_negative_update,22,0.4090909090909091,0.16830909090909085,0.12039999999999995,-0.009800000000000001,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,overreaction_correction,max_negative_update,10,0.4,0.21665999999999994,0.1030999999999999,-0.03388999999999997,0.5,0.5
train_all_batches,selected_explanation_class,underreaction_correction,max_negative_update,2,0.5,0.12509999999999993,0.12509999999999993,-0.01054999999999995,0.5,1.0
train_all_batches,selected_explanation_class,evidence_irrelevance,max_negative_update,131,0.7862595419847328,0.12188396946564882,0.086,0.00028702290076335806,0.06870229007633588,0.06870229007633588
train_all_batches,selected_explanation_class,market_microstructure,max_negative_update,7,0.7142857142857143,0.06792857142857138,0.0599999999999999,0.006742857142857114,0.7142857142857143,0.7142857142857143
train_all_batches,category,Politics,max_selected_evidence_count,198,0.47474747474747475,0.13738989898989898,0.10385,-0.010080808080808083,0.3686868686868687,0.37373737373737376
train_all_batches,category,Companies,max_selected_evidence_count,30,0.5666666666666667,0.17848999999999998,0.10305,0.00024333333333334702,0.36666666666666664,0.36666666666666664
train_all_batches,category,Elections,max_selected_evidence_count,19,0.6842105263157895,0.13411578947368416,0.0818999999999999,0.003384210526315806,0.42105263157894735,0.42105263157894735
train_all_batches,category,Economics,max_selected_evidence_count,50,0.44,0.09652999999999996,0.08599999999999995,-0.003736000000000002,0.44,0.44
train_all_batches,category,Science and Technology,max_selected_evidence_count,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,max_selected_evidence_count,134,0.6417910447761194,0.1358246268656716,0.08679999999999999,0.008166417910447744,0.6492537313432836,0.6492537313432836
train_all_batches,market_direction,down,max_selected_evidence_count,166,0.3795180722891566,0.13211746987951806,0.10675000000000001,-0.0192801204819277,0.1686746987951807,0.1746987951807229
train_all_batches,market_move_bin,large,max_selected_evidence_count,76,0.5131578947368421,0.25820131578947364,0.21015,0.002965789473684214,0.4605263157894737,0.4605263157894737
train_all_batches,market_move_bin,medium,max_selected_evidence_count,195,0.4717948717948718,0.09820871794871791,0.086,-0.012147179487179487,0.35384615384615387,0.358974358974359
train_all_batches,market_move_bin,small,max_selected_evidence_count,29,0.6206896551724138,0.046827586206896525,0.0476999999999999,0.0012793103448275902,0.3793103448275862,0.3793103448275862
train_all_batches,valid_candidate_count,3,max_selected_evidence_count,17,0.4117647058823529,0.15567058823529412,0.1231999999999999,-0.00035294117647058284,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,max_selected_evidence_count,40,0.45,0.16049749999999996,0.09445,-0.011152500000000004,0.425,0.425
train_all_batches,valid_candidate_count,5,max_selected_evidence_count,224,0.48660714285714285,0.12949017857142855,0.09784999999999999,-0.006619196428571428,0.36160714285714285,0.36607142857142855
train_all_batches,valid_candidate_count,2,max_selected_evidence_count,11,0.6363636363636364,0.12032727272727271,0.0899,-0.020745454545454574,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_selected_evidence_count,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_selected_evidence_count,176,0.4431818181818182,0.14301534090909088,0.10485,-0.011433522727272723,0.3977272727272727,0.4034090909090909
train_all_batches,selected_explanation_class,base_rate_calibration,max_selected_evidence_count,96,0.4479166666666667,0.13279791666666663,0.09459999999999995,-0.008159374999999996,0.4479166666666667,0.4479166666666667
train_all_batches,selected_explanation_class,resolution_rule,max_selected_evidence_count,33,0.3939393939393939,0.11914848484848482,0.1047,-0.004284848484848506,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,causal_chain,max_selected_evidence_count,110,0.39090909090909093,0.13226818181818176,0.1032,-0.01777454545454546,0.44545454545454544,0.45454545454545453
train_all_batches,selected_explanation_class,direct_resolution,max_selected_evidence_count,59,0.288135593220339,0.15220677966101692,0.12,-0.01563050847457627,0.4745762711864407,0.4745762711864407
train_all_batches,selected_explanation_class,trend_continuation,max_selected_evidence_count,36,0.4166666666666667,0.1499583333333333,0.1042,0.005647222222222216,0.5277777777777778,0.5277777777777778
train_all_batches,selected_explanation_class,overreaction_correction,max_selected_evidence_count,11,0.36363636363636365,0.25377272727272726,0.1229,-0.05584545454545453,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,evidence_irrelevance,max_selected_evidence_count,68,0.8382352941176471,0.12328676470588235,0.0871,0.0015676470588235278,0.10294117647058823,0.10294117647058823
train_all_batches,selected_explanation_class,market_microstructure,max_selected_evidence_count,9,0.5555555555555556,0.13405555555555554,0.0618999999999999,0.011299999999999956,0.7777777777777778,0.7777777777777778
train_all_batches,category,Politics,max_evidence_weights_count,198,0.47474747474747475,0.1375116161616161,0.10385,-0.010202525252525256,0.3686868686868687,0.37373737373737376
train_all_batches,category,Companies,max_evidence_weights_count,30,0.5666666666666667,0.17848999999999998,0.10305,0.00024333333333334702,0.36666666666666664,0.36666666666666664
train_all_batches,category,Elections,max_evidence_weights_count,19,0.6842105263157895,0.13411578947368416,0.0818999999999999,0.003384210526315806,0.42105263157894735,0.42105263157894735
train_all_batches,category,Economics,max_evidence_weights_count,50,0.44,0.09652999999999996,0.08599999999999995,-0.003736000000000002,0.44,0.44
train_all_batches,category,Science and Technology,max_evidence_weights_count,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,max_evidence_weights_count,134,0.6417910447761194,0.1358246268656716,0.08679999999999999,0.008166417910447744,0.6492537313432836,0.6492537313432836
train_all_batches,market_direction,down,max_evidence_weights_count,166,0.3795180722891566,0.13226265060240963,0.10675000000000001,-0.019425301204819265,0.1686746987951807,0.1746987951807229
train_all_batches,market_move_bin,large,max_evidence_weights_count,76,0.5131578947368421,0.25820131578947364,0.21015,0.002965789473684214,0.4605263157894737,0.4605263157894737
train_all_batches,market_move_bin,medium,max_evidence_weights_count,195,0.4666666666666667,0.09833230769230766,0.086,-0.012270769230769233,0.35384615384615387,0.358974358974359
train_all_batches,market_move_bin,small,max_evidence_weights_count,29,0.6551724137931034,0.046827586206896525,0.0476999999999999,0.0012793103448275902,0.3793103448275862,0.3793103448275862
train_all_batches,valid_candidate_count,3,max_evidence_weights_count,17,0.4117647058823529,0.15567058823529412,0.1231999999999999,-0.00035294117647058284,0.5294117647058824,0.5294117647058824
train_all_batches,valid_candidate_count,4,max_evidence_weights_count,40,0.45,0.16049749999999996,0.09445,-0.011152500000000004,0.425,0.425
train_all_batches,valid_candidate_count,5,max_evidence_weights_count,224,0.48214285714285715,0.12959776785714283,0.09784999999999999,-0.006726785714285713,0.36160714285714285,0.36607142857142855
train_all_batches,valid_candidate_count,2,max_evidence_weights_count,11,0.7272727272727273,0.12032727272727271,0.0899,-0.020745454545454574,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,max_evidence_weights_count,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,max_evidence_weights_count,176,0.4375,0.14315227272727268,0.10485,-0.01157045454545454,0.3977272727272727,0.4034090909090909
train_all_batches,selected_explanation_class,base_rate_calibration,max_evidence_weights_count,96,0.4479166666666667,0.13279791666666663,0.09459999999999995,-0.008159374999999996,0.4479166666666667,0.4479166666666667
train_all_batches,selected_explanation_class,resolution_rule,max_evidence_weights_count,33,0.3939393939393939,0.11914848484848482,0.1047,-0.004284848484848506,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,causal_chain,max_evidence_weights_count,111,0.38738738738738737,0.13169549549549545,0.1016,-0.017583783783783787,0.45045045045045046,0.4594594594594595
train_all_batches,selected_explanation_class,direct_resolution,max_evidence_weights_count,58,0.27586206896551724,0.15406206896551722,0.12185,-0.01637413793103448,0.46551724137931033,0.46551724137931033
train_all_batches,selected_explanation_class,trend_continuation,max_evidence_weights_count,36,0.4166666666666667,0.1499583333333333,0.1042,0.005647222222222216,0.5277777777777778,0.5277777777777778
train_all_batches,selected_explanation_class,overreaction_correction,max_evidence_weights_count,11,0.36363636363636365,0.25377272727272726,0.1229,-0.05584545454545453,0.45454545454545453,0.45454545454545453
train_all_batches,selected_explanation_class,evidence_irrelevance,max_evidence_weights_count,68,0.8529411764705882,0.12328676470588235,0.0871,0.0015676470588235278,0.10294117647058823,0.10294117647058823
train_all_batches,selected_explanation_class,market_microstructure,max_evidence_weights_count,9,0.5555555555555556,0.13405555555555554,0.0618999999999999,0.011299999999999956,0.7777777777777778,0.7777777777777778
train_all_batches,category,Politics,oracle_best_candidate,198,1.0,0.11105555555555552,0.0792499999999999,0.016253535353535332,0.5454545454545454,0.5505050505050505
train_all_batches,category,Companies,oracle_best_candidate,30,1.0,0.16862333333333332,0.08834999999999996,0.010109999999999989,0.6,0.6
train_all_batches,category,Elections,oracle_best_candidate,19,1.0,0.11758421052631575,0.0804,0.0199157894736842,0.5789473684210527,0.5789473684210527
train_all_batches,category,Economics,oracle_best_candidate,50,1.0,0.07418199999999996,0.06479999999999995,0.018611999999999976,0.6,0.6
train_all_batches,category,Science and Technology,oracle_best_candidate,3,1.0,0.06646666666666663,0.0463,0.0016666666666666334,0.3333333333333333,0.3333333333333333
train_all_batches,market_direction,up,oracle_best_candidate,134,1.0,0.1203791044776119,0.0778999999999999,0.023611940298507435,0.7313432835820896,0.7313432835820896
train_all_batches,market_direction,down,oracle_best_candidate,166,1.0,0.10276807228915659,0.0792499999999999,0.01006927710843372,0.42168674698795183,0.42771084337349397
train_all_batches,market_move_bin,large,oracle_best_candidate,76,1.0,0.23461315789473675,0.18839999999999996,0.026553947368421035,0.631578947368421,0.631578947368421
train_all_batches,market_move_bin,medium,oracle_best_candidate,195,1.0,0.07279435897435894,0.067,0.013267179487179464,0.5435897435897435,0.5487179487179488
train_all_batches,market_move_bin,small,oracle_best_candidate,29,1.0,0.040165517241379275,0.0417999999999999,0.00794137931034482,0.4827586206896552,0.4827586206896552
train_all_batches,valid_candidate_count,3,oracle_best_candidate,17,1.0,0.13536470588235291,0.0931999999999999,0.019952941176470566,0.7647058823529411,0.7647058823529411
train_all_batches,valid_candidate_count,4,oracle_best_candidate,40,1.0,0.12743249999999998,0.0666,0.021912499999999967,0.675,0.675
train_all_batches,valid_candidate_count,5,oracle_best_candidate,224,1.0,0.10678973214285711,0.0799999999999999,0.01608124999999998,0.5357142857142857,0.5401785714285714
train_all_batches,valid_candidate_count,2,oracle_best_candidate,11,1.0,0.10314545454545451,0.0602,-0.003563636363636384,0.45454545454545453,0.45454545454545453
train_all_batches,valid_candidate_count,1,oracle_best_candidate,8,1.0,0.09203749999999997,0.07619999999999996,0.0071000000000000126,0.375,0.375
train_all_batches,selected_explanation_class,source_credibility,oracle_best_candidate,141,1.0,0.11388936170212763,0.0757999999999999,0.020080141843971604,0.7304964539007093,0.7375886524822695
train_all_batches,selected_explanation_class,base_rate_calibration,oracle_best_candidate,93,1.0,0.11603440860215052,0.0784999999999999,0.01659999999999998,0.7311827956989247,0.7311827956989247
train_all_batches,selected_explanation_class,resolution_rule,oracle_best_candidate,24,1.0,0.07942499999999995,0.043649999999999994,0.0354083333333333,0.7083333333333334,0.7083333333333334
train_all_batches,selected_explanation_class,causal_chain,oracle_best_candidate,90,1.0,0.09506111111111105,0.0765999999999999,0.021597777777777744,0.8444444444444444,0.8555555555555555
train_all_batches,selected_explanation_class,direct_resolution,oracle_best_candidate,36,1.0,0.10514166666666663,0.06439999999999996,0.035008333333333294,0.8888888888888888,0.8888888888888888
